Sentence,Source,label
يا جماعه مقاطعه عشان اهلنا في غزه 😢,Youtube,Neutral
حلو جدا,Shein,Neutral
تطبيق سيئ جدا ولا يعمل,Companies,Neutral
حلقة رائعة  لاكن لو تعملونا فيديو توضيحي لنفهم كيف نتعامل بالبيتكوين.,Youtube,Neutral
شاهد بعد قطع شارع محمد القاسم شارع صلاح الدين أيضاً سيقطع !! https://t.co/TDOL0G9SDr,Tweet,Neutral
مرتين بس 😃😃 اتقى الله ياويسخ بصوت مرتضى منصور,Tweet,Impolite
"يا سبحان الله 
داءما كنت في السيارة في طريق للمدرسة امي تحط يا رجائي الثاني عبيل ما حفظتها بس ابدا ما توقعت انك انت الي تنشد 
ملاحظة :حمود ليش بطلت تنزل في قناتك",Youtube,Neutral
"التشكيلة المنتظرة للمنتخب التونسي أمام نظيره الليبي يواجه المنتخب التونسي لكرة القدم اليوم السبت 11 نوفمبر 2017 نظيره الليبي في ملعب رادس على الساعة السادسة والنصف، لحساب الجولة الختامية من تصفيات كأس العالم 2018 بروسيا،",Tweet,Neutral
"الحلقة تجنن وجمميييلة! أستمتعت بكل حرف أنقال جزاك الله خير يا دكتور ، صلوا على النبي اللهم صلِ وسلم على سيدنا مُحمد❤️",Youtube,Polite
لايك لو سمحتوا,Shein,Polite
بنك فاشل وراح اغير البنك ماتستاهل حتى ربع نجمه,Companies,Impolite
يا البنك الاهلي سلامات لك اكثر من أسبوع برنامج مايشتغل ندخل حسابات وارقام سريه صحيحه ويقول خطأ حسبنا الله عليك كان اشغلتنا بفرووعك وزحمة صرافاتك,Companies,Impolite
للاسف سمعت من ناس انه الزوج أولى بالطاعه من الوالدين وانه حق الزوج قبل الوالدين وغير مقتنعين بالايه للاسف هذيل اخوان الشيطان جذي,Youtube,Neutral
بجربه لي الحين ماجربت,Shein,Neutral
"مشاهدة مباراة #الكونغو و #أوغندا ""بث مباشر"" بتاريخ 12-11-2017 تصفيات كأس العالم 2018 شاهد من هنا◄https://t.co/1DkFeArJHB https://t.co/yyITJqNpng",Tweet,Neutral
بديت من الصفر 😂,Youtube,Neutral
"بعد التحديث اصبحت رسالة التعميد لا تصل لجوالي ،، 7 ايام لم يفتح معي التطبيق ، ملحوظة ،، الفرع والهاتف المصرفي لا يعلمون شي عن المشكله ...",Companies,Neutral
والله عمر ماتدري وش فايدة حضوره بالبودكاست اغلب الوقت ساكت ولا يطقطق بجواله,Youtube,Neutral
قمة الفخر محمد صلاح,Tweet,Neutral
"فيديو🎥: موقف #ألمانيا من #أزمة_قطر: لقد حان الوقت للوحدة وليس للفوضى. نحن بحاجة إلى منطقة خليجية موحدة لتحقيق إمكاناتنا المشتركة. منذ بداية الأزمة، شاركت الدبلوماسية الألمانية بنشاط وستواصل العمل على إيجاد حل دبلوماسي للصراع. #أزمة_الخليج #قطر https://t.co/ERkTc4Ipez",Tweet,Neutral
هو محمد صلاح مصطبح ولا ايه ؟؟,Tweet,Neutral
التطبيق سيئ جدا ولا يعمل,Companies,Neutral
حلقة رائعة والضيف اروع 🌹🌹🌹,Youtube,Neutral
صار تطبيق غير ممتاز متعب ف الدخول وغير مميز,Companies,Neutral
😂😂 كله من ايران حته من طلعنه من تصفيات كاس العالم ايران السبب 😂,Tweet,Neutral
" 📈 ""محمد صلاح"" is trending today on Google Egypt (10000+ searches) https://t.co/t3j8UR7t8v",Tweet,Neutral
#جوه_البلد | ملخص و اهداف مباراة مصر وغانا 1-1 شيكابالا يسجل هدف ◄ تصفيات كأس العالم 2018 https://t.co/Dgnv8mNBFN,Tweet,Neutral
أشكال كثيره ١٣ قطعه جايه خفيفه ومعاها مطاط لتثبيت,Shein,Neutral
مو مرضيه ابدا,Companies,Neutral
دكتوريييي احمد ❤❤❤❤❤ الله يجمل ايامك,Youtube,Polite
تصفيات كاس العالم روسيا 2018 كوت ديفوار المغرب https://t.co/kez9mU2nw,Tweet,Neutral
فوق الممتاز,Companies,Polite
فاشل بنظام المعلواتيه,Companies,Impolite
في مشكلة في التطبيق مو راضي يخش معي اتوقع في مشكلة تكفون ابي احول فلوس ضروري اليوم,Companies,Neutral
ياعيال صحصحو شوي من الحلقه الجاية نبي اقل شي 4 ساعات بودكاست,Youtube,Neutral
حلو ومرتب ولمعلومية خفيف ترا ماهو شتوي مبطن حطو لايك اذا أستفدتو,Shein,Neutral
لماذ لا يريد الدخول تطبيق غير مرغوب فيه سوف احزف حسابي من بنك الاهلى إلى الأبد لا أرغب فيه ....🤬,Companies,Neutral
لأسف ضيق و ما اعجبني سيئ جدا,Shein,Neutral
مبروووووووووووك لـ #المنتخب_التونسي ولحبايبنا وأخواننا التونسيين التعادل بالأمس أمام #ليبيا الحبيبة وتأهل #تونس لـ #كأس_العالم 🇹🇳🇹🇳❤️❤️😍😍👏🏻👏🏻 #تونس_ليبيا #ليبيا_تونس #تصفيات_كأس_العالم https://t.co/BVT0rTx7dM,Tweet,Polite
من شهرين كل مادخلت اسم المستخدم والرقم السري يقول خطأ,Companies,Neutral
سفل منحطين,Companies,Impolite
اكثر شي عجبني ويجن ويبين خصرك وما يخرب الشكل بالعكس يزينه فالبدايه ما عرفت له بس بعدين عرفت له فيه ثلاث طبقات اعلى مع بعض وفيه طبقه لوحدها تحت المهم اسحبي الدائره الصغيره الي في الثلاث طبقات اعلى دائره واسحبي معها الدائره الكبيره الي لوحدها وبتنفتح ونفس الطريقه عشان تسكريها طلبت منها ثنين وصراحه تستاهل,Shein,Neutral
الرئيس السيسى.. يكرم والدة عبد الوهاب يسرى شاب توفى أثناء تجهيز المؤتمر. والحضور يقفون إجلالا #WeNeedToTalk #منتدى_شباب_العالم #الجلسة_الختاميه https://t.co/DIaDK9wWdU,Tweet,Neutral
مقابلة فاشله الأسف بأين انحياز القناة مع الشيعه ألغيت المتابعه من بعد هاذي المقابلة,Youtube,Impolite
صورت لكم الطول والكم والشكل العام بصراحة حلو مره لمعلومية الجيب وهمي بالمختصر نصيحه لا تعدونه يحلي مره مبسوطه فيه وصراحة بزعل لو ما عطيتوني لايك طالبه اكثر من قطعه وصورتها وحده وحده لعلم ما عمره احد عطاني لايك,Shein,Neutral
كله .. من سلبيات .. ميدان التحرير .. ثورة 25 يناير ..!!! تربوا .. بالملاصق,Tweet,Neutral
لقد تم إزالة خدمة سداد الفواتير هذا شئ سئ جدا,Companies,Neutral
ضيف ماعنده سالفه,Youtube,Impolite
بعد التحديث الأخير التطبيق لا يعمل وأيضا التطبيق دائما يسوي خروج ما يحتفظ بإسم المستخدم وكلمة المرور,Companies,Neutral
بداية مباراة كوت ديفوار (0) - (0) المغرب تصفيات كأس العالم | جواد بده شاهد المباراة : https://t.co/OSlBYMc33C حمل... https://t.co/jOgCUjjaz,Tweet,Neutral
" الناس اللي بتتكلم عن تسلسل الأحداث في الثورة الفرنسية لتبرير تأخر ""النصر"" لازم يعرفوا ان في محاولة ثورة فشلت في الصين في ١٩٨٩...اعتقد يناير فشلت #الشباب_محتاج",Tweet,Neutral
أول عليق رسمي للأمم المتحدة على توقيفات السعودية.. ماذا قالت؟https://t.co/ykyTGTZEnm#منتدي_شباب_العالم#اعتراض_صاروخ_بالستي_في_الرياض,Tweet,Neutral
#الرئيس_عبد_الفتاح_السيسي#سيادة_النائب_العامنحن نعلم و علي يقين تام بحكمة سيادتكم و لكن ايضا نحن علي ثقة من... https://t.co/4D388VCGWR,Tweet,Neutral
سيء جداااااااااااا,Companies,Neutral
المنتج جميل بس ماناسبني ابداً,Shein,Neutral
بالتوفيق لمنتخبي #تونس و #المغرب في مباراتيهما في تصفيات كأس العالم 2018 في روسيا لمرافقة #السعودية و #مصر للنهائيات رباعي العرب,Tweet,Polite
البرنامج الظاهر انة تعطل,Companies,Neutral
هاتفيا|محمود بسيونى مدير تحرير موقع مبتدا ل #هذا_الصباح:كل المشاركين الأجانب أعربوا عن اهتمامهم بحسن التنظيم وحسن الاستقبال فى #منتدى_شباب_العالم https://t.co/dqnw1bWdox,Tweet,Neutral
جزاك الله خير دكتور نايف❤,Youtube,Polite
تحديث يأخذ وقت طويل وممل ولايحدث,Companies,Neutral
هايلايتر جاني مكسور والكنتور مو واضح,Shein,Neutral
"#بنوزع_فولوباك_يومي مهما كانت الصدامات و التضاد في إنتخابات النادي الأهلي.. بص لأنتخابات عزبة مرتضي منصور، بص للي بيحصل فيها، و إحمد ربنا علي نعمة الأهلي❤",Tweet,Neutral
في مشكله في البرنامج ماصار في خيارات دخول السريع ويش المشكله,Companies,Neutral
حلو مرة ماشاء الله عجبتني الرسومات فتانة مرة والقماش خفيف وبارد يستاهل صراحة حبيتو مرة,Shein,Polite
د فهد المطيري دايما ً طرحه ممتع ولايمل.,Youtube,Polite
من جيسي😅  معطينه ويه وقدر وايد.,Youtube,Neutral
بعد التحديث سئ,Companies,Neutral
"اللعن لا يعتبر سب ؟
شكل الضيف يستهبل",Youtube,Impolite
زي الزفت . كل ما اجي ادخل يقول لي المعلومات غلط وانا مدونتها في نوته !!,Companies,Impolite
